Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot,Scaled IMDb Rating
Louder Than Bombs,English,6.6,1 h 49 min,2016.0,16+,"The fractious family of a father and his two sons confront their different feelings and memories of their deceased wife and mother, a famed war photographer.",0.6419753086419753
Khuda Gawah,Hindi,6.6,3 h 5 min,1992.0,All,"Khuda Gawah is a love story of two lovers, Baadshah Khan and Benazir who are separated due to a series of incidents that are only resolved years later with the arrival of their daughter.",0.6419753086419753
Satya,Telugu,8.2,2 h 36 min,1998.0,NR,"Satya is a 1998 Indian Telugu film, directed by Ram Gopal Varma and Produced by Ram Gopal Varma. The film stars J. D. Chakravarthy, Urmila Matondkar, Manoj Bajpayee, Saurabh Shukla and Shefali Shah in lead roles. The music of the film was composed by Vishal Bhardwaj.",0.8395061728395062
Bidrohi,Bengali,6.5,2 h 19 min,1987.0,NR,A Movie about friendship of three friends who keep their promise to stand beside each other in thick and thin of life. As these three friends grew up one of them turned as a revolutionary to the cruel society. But he kept his promise till the last breath of being beside his friend.,0.6296296296296297
Indiana Jones and the Raiders of the Lost Ark,English,8.4,1 h 55 min,1981.0,18+,"Get ready for thrills in Indiana Jones and the Raiders of the Lost Ark. Indy and his ex-flame Marion Ravenwood dodge booby-traps, fight Nazis and stare down snakes in their incredible worldwide quest for the mystical Ark of the Covenant.",0.8641975308641977
Middle Class Melodies (Tamil),Tamil,7.7,2 h 15 min,2020.0,16+,"A comedy-drama depicting the congenial lives of the middle class in a village and the ambitions of a young man who moves to the nearby city to pursue his dream of owning a hotel. The story surrounds middle-class families, their dreams, beliefs, struggles and hope presented in a light-hearted dramedy.",0.7777777777777779
Marmaduke,English,4.3,1 h 28 min,2010.0,All,"An all-star cast, including Owen Wilson, George Lopez, Kiefer Sutherland and Fergie, lend their voices to this doggone funny comedy starring the world's most lovable Great Dane. When Marmaduke (Wilson) moves to a new neighborhood with his family, the super-sized teenage dog soon discovers he just doesn't fit in – literally!",0.3580246913580247
Pauran,Malayalam,4.5,2 h 21 min,2005.0,NR,"Pauran is an Indian malayalam film directed by Sundardas and produced by Sunil Baby. The film stars Jayaram, Kalabhavan Mani and Geethu Mohandas in the lead roles. The music of the film was composed by Raghukumar.",0.3827160493827161
Naqaab,Bengali,5.7,2 h 39 min,2019.0,13+,"A thief gains the power to talk to ghosts after an accident. Can he use this to his benefit, or does he land in trouble?",0.5308641975308642
Nanny McPhee,English,6.5,1 h 38 min,2006.0,13+,"In this wickedly charming tale, Emma Thompson portrays a mysterious woman with special powers who enters the household of the recently widowed Mr. Brown (Colin Firth) and attempts to tame his seven children. The children have managed to drive away 17 previous nannies, but as Nanny McPhee takes control, they begin to notice that their misbehaving has magical and startling consequences.",0.6296296296296297
Gulama,Kannada,4.8,2 h 27 min,2008.0,13+,"Anil falls in love with Priyanka, unaware that his neighbour, Divya, also likes him. When Priyanka finds out the truth, she helps Divya unite with Anil",0.41975308641975306
After Earth,Tamil,4.8,1 h 39 min,2013.0,13+,"Far in the future, a young boy and his estranged father navigates an abandoned planet on which their space ship crashed.",0.41975308641975306
Antha,Kannada,7.4,2 h 4 min,1981.0,NR,"Inspector Sushil looks like a dangerous gangster, Kanwar Lal, who is in jail. The CBI decides to infiltrate the crime gang by sending Sushil in place of Kanwar.",0.7407407407407408
Premam,Hindi,7.1,1 h 43 min,2019.0,All,"Vijay Krishna is a guy who is called a loser because of bad luck and due to lack of social skills. He is often misunderstood and rejected by everybody except for his father Narayana. Depressed with his constant failures in personal and professional life, Vijay is in search of an opportunity to prove himself. While no one believes him, Swecha decides to give him a chance.",0.7037037037037037
Judaai,Hindi,5.9,2 h 29 min,1980.0,All,"To fulfil his father's dying wish, Dr. Shashikant gets married to Gauri. But misunderstandings and subsequent fights put them asunder. The story follows the separate individual lives of Shashikant and Gauri and their two children.",0.5555555555555557
OK Jaanu,Hindi,5.2,2 h 14 min,2017.0,13+,"Adi and Tara move to Bombay to pursue their dreams. A chance meeting sparks off a heady, no strings attached romance until their careers pull them apart. Will ambition prevail over matters of the heart?",0.4691358024691359
Richie (Hindi),Hindi,5.3,1 h 38 min,2019.0,13+,"The local folks of Manapad town join to celebrate their biggest festival, Christmas. one of the villagers accidentally discovers an old treasure, which opens a path of destruction which would affect the lives of the villagers. Richie,a local thug, Selva, a boat mechanic who is struggling to recover from the loss of his friend and Megha,a local journalist gets intertwined in this multiple narrative",0.4814814814814815
Balache Baap Brahmachari,Marathi,7.7,2 h 20 mins,1988.0,All,Two bachelors find an abandoned baby boy outside their house. They have no other option than to take care of him.,0.7777777777777779
& Jara Hatke,Marathi,2.9,1 h 55 mins,2016.0,NR,"The film explores the concept of love, remarriage, single parenting and a lot more through the journey of Meera, a divorcee, who bumps into her college friend Akash after 20 years. Now a widower, Akash and Meera hit it off instantly and decide to get married. However, Meera’s daughter Aastha finds it hard to accept her mother’s new relationship, though Akash’s son is completely okay with it. ...",0.18518518518518523
Policeodu,Telugu,7.1,2 h 37 min,2016.0,All,"Police officer Vijay Kumar (Vijay) imposes a self-exile to take care of his daughter Nivi as promised to his deceased wife Mithra (Samantha Ruth Prabhu). When everything seems well, a freak accident lands up Nivi and other children in the backwaters. When Vijay comes to know the reason for the accident, he is forced to take up violence.",0.7037037037037037
Sant Gyaneshwar,Hindi,7.9,2 h 9 min,1981.0,NR,"Sant Gyaneshwar is a 1981 Indian Hindi film, directed by S.N. Tripathi and produced by S.V. Iyer. The film stars Usha Solanki, Bharat Bhushan and Rakesh Pandey in lead roles. Music of the film was composed by Nandu Honap.",0.8024691358024693
Don't Be Afraid of the Dark,Hindi,5.6,1 h 39 min,2011.0,18+,A young girl sent to live with her father and his new girlfriend believes that she has released creatures from a sealed ash pit in the basement of her new home.,0.5185185185185185
Aatma,Hindi,3.8,1 h 30 min,2013.0,18+,"After losing the custody of his daughter Nia to his wife, Maya, Abhay dies in a car accident. However, his spirit continues to haunt their happy and peaceful life.",0.29629629629629634
Alvin and the Chipmunks,English,5.2,1 h 31 min,2007.0,All,"Pop-singer Chipmunks Alvin, Simon and Theodore turn a songwriter's life upside-down.",0.4691358024691359
Eden,English,4.8,1 h 36 min,2015.0,18+,When a US soccer team gets stranded on a deserted island after a plane crash they must face difficult choices to survive.,0.41975308641975306
Ye Maya Chesave,Telugu,7.7,2 h 35 min,2010.0,13+,"Karthik (Naga Chaitanya), an engineering graduate and an aspiring filmmaker falls instantly for Jessie (Samantha), a Malayali girl who is a year older to him and has a hard time wooing her. While Jessie is on the verge of admitting her liking towards him, her brother comes to know about Karthik and a quarrel takes place between their families. Ye Maaya Chesave shows their various stages in love.",0.7777777777777779
Jumanji: The Next Level,Telugu,6.6,2 h 3 min,2019.0,13+,"In Jumanji:The Next Level, the gang is back (Dwayne Johnson, Jack Black, Kevin Hart and Karen Gillan) but the game has changed.",0.6419753086419753
Ghost Rider: Spirit Of Vengeance,Telugu,4.3,1 h 35 min,2012.0,18+,"Nicolas Cage returns as motorcyclist Johnny Blaze in this dark sequel. Still struggling with his curse as the devil's bounty hunter, Johnny's recruited by a secret sect of the church to save a young boy from the devil (Ciaran Hinds). At first reluctant to embrace the power of the Ghost Rider, Blaze realizes it may be the only way to protect the boy—and perhaps rid himself of his curse forever.",0.3580246913580247
Ghost Rider: Spirit Of Vengeance,Tamil,4.3,1 h 35 min,2012.0,18+,"Nicolas Cage returns as motorcyclist Johnny Blaze in this dark sequel. Still struggling with his curse as the devil's bounty hunter, Johnny's recruited by a secret sect of the church to save a young boy from the devil (Ciaran Hinds). At first reluctant to embrace the power of the Ghost Rider, Blaze realizes it may be the only way to protect the boy—and perhaps rid himself of his curse forever.",0.3580246913580247
The Romantics,English,5.1,1 h 36 min,2010.0,18+,Seven close friends reunite for the wedding of two of their friends. Problems arise because the bride and the maid of honor have had a long rivalry over the groom.,0.45679012345679015
The Cobbler,English,5.8,1 h 37 min,2015.0,13+,"A cobbler, bored of his everyday life, stumbles upon a magical heirloom that allows him to become other people and see the world in a different way.",0.54320987654321
Barsaat,Hindi,3.8,2 h 19 min,2005.0,All,"Arav travels to the US to realise his dream of becoming a car designer. There, he meets Anna and the two subsequently fall in love. But Anna doesn't know that Arav already has a wife back in India. What will happen when she realises the truth?",0.29629629629629634
Prem Juddho,Bengali,7.4,2 h 4 min,2013.0,All,"Prem Joddha' is drama about students and politics. Joy & Jayanti stand up against the tortures of student union leader Ronnie. Ranjita, the new college principal supports them. They fall in love but when their parents meet an old family feud is revealed. It's revealed that Ronnie's father MLA Rajat Roy was responsible for their travails. At the End Rajat is killed and things get resolved.",0.7407407407407408
Simla Special,Tamil,6.8,2 h 17 min,1982.0,NR,"Simla Special 1982 Indian Tamil Movie directed by Muktha V. Srinivasan .Produce by.Muktha V. Ramaswamy Star Cast Kamal Haasan, Y.G. Mahendran, Aachi Manorama, S. Ve. Sekar, Sripriya.in lead roles. The film had music by M.S. Viswanathan.",0.6666666666666667
Swapna Sanchari,Malayalam,6.0,2 h 2 min,2011.0,All,"Ajaychandran (Jayaram) lives a modest life as a peon until he gets an opportunity to go to the Gulf. He returns a changed man, using his new-found wealth to show off. When his business fails, he is quickly reduced from hero to zero.",0.5679012345679013
The Godfather,English,9.2,2 h 57 min,1972.0,18+,A chilling portrait of the Corleone family's rise and near fall from power in America along with balancing the story of the Sicilian clan's ugly crime business in which they are engaged.,0.9629629629629629
Lagna Mubarak,Marathi,6.1,2 h 10 mins,2018.0,13+,A young man and a woman fall in love with each other and go through a series of obstacles while trying to maintain their relationship.,0.5802469135802469
Kong: Skull Island,Hindi,6.6,1 h 58 min,2017.0,16+,"When a scientific expedition to an uncharted island awakens titanic forces of nature, a mission of discovery becomes an explosive war between monster and man.",0.6419753086419753
Shantilal O Projapoti Rohoshyo,Bengali,5.9,1 h 41 min,2020.0,13+,A Kolkata reporter - in the world of forbidden entertainment! What darkness will he find behind a star’s glamour? Watch the Pratim D.,0.5555555555555557
